,city,city_details,experience,private_experience,alter_experience,sex,age,marital_status,has_children,allow_time_request,experimentGroup,working_with.family,working_with.adults,working_with.lgbt,working_with.believer,working_with.fem,working_with.foreigner,working_with.elderly,education_count,competences_count,methods_count,expertise_count,features_of_work_count,price
661,Санкт-Петербург,,9,10,1,F,55.0,married,True,True,False,True,True,False,False,False,False,False,7,4,1,2,17,5000
662,Москва,Зеленоград,8,0,0,F,35.0,married,,True,False,False,True,False,False,False,False,False,8,4,1,5,9,4300
663,Санкт-Петербург,м. Электросила,7,5,2,F,44.0,,,True,False,False,True,False,False,False,False,True,8,4,4,4,10,3500
664,Москва,,7,6,2,F,52.0,,,True,True,False,True,True,False,False,False,False,6,3,1,3,10,5000
665,Москва,м. Белорусская,2,0,0,F,27.0,single,False,True,True,False,True,False,False,False,False,False,2,6,1,3,12,1800
666,Анталья,,11,9,2,F,33.0,,,True,False,False,True,False,False,False,False,True,10,4,3,6,9,5000
667,Москва,м. Филевский парк,2,3,1,M,39.0,married,True,True,False,False,True,False,False,False,False,False,1,4,1,1,9,2020
668,Санкт-Петербург,м. Чернышевская,6,0,0,F,29.0,single,False,True,False,False,True,True,False,False,False,False,4,4,1,1,16,4000
669,Самара,,5,0,0,F,38.0,,,True,False,False,True,True,False,False,False,False,4,4,2,3,10,5000
670,Санкт-Петербург,м. Невский Проспект,7,6,2,F,31.0,,,True,False,False,True,True,False,True,False,False,13,4,1,2,8,4000
671,Санкт-Петербург,м. Владимирская / Достоевская / Маяковская,17,18,1,F,,,True,True,False,True,True,False,False,False,False,True,4,4,3,4,11,3000
672,Липецк,,10,10,1,F,32.0,married,True,True,False,True,True,False,False,False,False,True,9,3,2,7,8,3000
673,Москва,м. Арбатская,2,3,0,F,24.0,single,False,True,True,False,True,False,False,False,False,False,2,7,1,1,9,2200
674,Москва,,2,0,0,F,35.0,married,True,False,True,False,True,False,False,False,False,False,3,4,1,0,10,1500
675,Москва,м. Тверская / Пушкинская / Чеховская,9,0,0,,,,,True,False,False,True,False,False,False,False,True,2,4,1,7,7,6500
676,Москва,м. Пролетарская,5,3,2,M,37.0,married,False,True,False,False,True,True,False,False,False,False,3,3,1,6,9,3000
677,Санкт-Петербург,м. Новочеркасская,21,22,1,F,50.0,married,False,True,True,False,True,True,False,False,False,False,6,4,1,2,8,4800
678,Москва,онлайн,5,5,2,F,33.0,married,False,True,True,False,True,False,False,False,False,False,20,4,2,1,16,4500
679,Санкт-Петербург,м. Спасская,8,0,0,F,43.0,single,True,True,False,False,True,False,False,False,False,False,6,4,1,2,10,3000
680,Санкт-Петербург,м. Ленинский проспект,12,10,2,F,43.0,single,,True,False,True,True,False,False,False,False,False,13,4,3,3,10,5000
681,Димитровград,,8,15,1,F,38.0,married,False,True,False,True,True,False,False,False,False,False,8,4,2,1,13,4000
682,Москва,м. Сухаревская / Трубная / Цветной бульвар,2,3,0,F,38.0,married,False,True,False,False,True,False,False,False,False,False,9,7,4,2,9,2200
683,Санкт-Петербург,м. Площадь Восстания,14,13,3,F,,,,True,False,False,True,False,False,False,False,False,3,4,2,3,11,3500
684,Санкт-Петербург,м. Площадь Восстания,18,14,3,F,39.0,single,True,True,False,False,True,False,False,False,False,False,6,12,2,5,13,2800
685,Калининград,,8,0,0,F,45.0,single,True,True,True,False,True,False,False,False,False,False,6,4,1,5,17,3000
686,Санкт-Петербург,м. Спасская / Сенная / Садовая,6,6,2,F,34.0,married,False,True,False,False,True,True,False,True,False,False,9,4,2,3,10,3500
687,Санкт-Петербург,м. Чкаловская,5,0,0,F,36.0,single,False,True,False,False,True,False,False,False,False,False,3,4,1,2,8,3000
688,Санкт-Петербург,,5,2,1,F,32.0,single,False,True,False,False,True,True,False,False,False,True,5,4,1,3,10,1880
689,Тольятти,,13,12,1,F,37.0,married,True,False,False,True,True,True,False,False,False,False,7,8,2,2,15,2000
690,Санкт-Петербург,м. Чкаловская,7,0,0,F,32.0,married,True,True,True,False,True,False,False,False,False,True,7,8,1,6,13,3500
691,Москва,м. Китай-город,4,7,0,F,41.0,married,True,True,False,False,True,True,False,False,False,False,11,7,4,2,11,4000
692,Санкт-Петербург,,7,0,0,F,43.0,married,True,True,True,False,True,True,False,False,False,False,11,7,2,3,15,3000
693,Москва,,7,0,0,F,31.0,married,False,True,False,False,True,False,False,False,False,False,9,4,4,3,10,6000
694,Санкт-Петербург,,8,8,1,F,34.0,,,True,False,False,True,False,False,False,False,False,2,4,1,7,11,2770
695,Санкт-Петербург,м. Владимирская,13,19,1,F,39.0,married,True,True,False,False,True,True,False,True,False,True,10,4,2,3,13,4000
696,Москва,м. Октябрьское Поле,7,7,4,M,29.0,married,False,True,False,True,True,False,False,False,False,True,11,4,4,7,14,5500
697,Ставрополь,,5,4,1,F,26.0,single,False,True,False,False,True,False,False,False,False,False,8,7,2,2,7,2500
698,Москва,,16,13,1,F,44.0,married,True,True,True,False,True,False,False,False,False,False,4,4,1,2,16,4100
699,Санкт-Петербург,м. Сенная / Садовая / Спасская,6,0,0,F,39.0,married,True,True,False,False,True,True,False,False,False,False,11,15,2,5,15,3300
700,Ростов-на-Дону,,11,0,0,F,45.0,,,True,False,False,True,True,False,False,False,False,15,4,2,5,10,4000
701,Москва,м. Тверская / Пушкинская / Чеховская,7,0,0,M,49.0,married,True,True,False,False,True,False,False,False,False,False,5,4,1,1,7,5000
702,Санкт-Петербург,,4,8,1,F,34.0,married,False,True,False,False,True,True,False,True,False,False,8,4,2,5,12,2200
703,Санкт-Петербург,м. Адмиралтейская,3,0,0,F,29.0,single,False,True,False,False,True,False,False,False,False,False,5,8,1,8,12,3000
704,Валенсия,,13,13,3,F,34.0,,True,False,False,False,True,False,False,False,False,False,4,4,1,2,7,4500
705,Ростов-на-Дону,,2,11,1,M,30.0,married,False,True,False,False,True,False,False,False,False,False,7,4,2,6,15,2200
706,Санкт-Петербург,пос. Парголово,7,5,2,F,48.0,married,True,True,False,False,True,False,False,False,False,True,4,21,2,2,14,3500
707,Москва,м. Профсоюзная / Университет,15,13,3,,,,,True,False,False,True,False,False,False,False,False,3,3,1,1,14,3500
708,Саратов,,3,5,0,F,44.0,married,,True,True,False,True,False,False,False,False,True,12,9,4,5,17,2390
709,Санкт-Петербург,м. Сенная,6,5,2,F,30.0,single,False,True,False,False,True,True,False,False,False,False,7,4,3,4,8,4500
710,Москва,м. Кузнецкий Мост,4,0,0,F,31.0,married,False,True,False,False,True,True,False,False,False,False,4,4,1,2,12,3500
711,Москва,м. Цветной бульвар / Сухаревская,3,34,1,F,34.0,single,True,True,False,False,True,False,False,False,False,False,5,4,2,2,9,3900
712,Москва,м. Трубная / Цветной бульвар,8,9,2,F,30.0,single,False,True,False,False,True,False,False,False,False,False,13,4,2,4,14,6000
713,Великий Новгород,,4,0,0,F,35.0,married,True,True,True,False,True,True,False,False,False,False,8,4,1,2,7,2850
714,Москва,,3,3,0,F,47.0,married,True,True,False,False,True,False,False,False,False,False,5,4,2,0,13,2500
715,Санкт-Петербург,м. Новочеркасская,6,6,3,F,43.0,married,True,True,False,False,True,True,False,False,False,False,9,4,1,2,12,3500
716,Москва,м. Менделеевская / Новослободская,6,5,1,F,33.0,single,False,True,False,False,True,True,False,False,False,False,11,4,1,4,15,7000
717,Краснодар,,8,0,0,F,47.0,single,True,True,False,False,True,False,False,False,False,False,4,4,1,6,13,2500
718,Санкт-Петербург,м. Василеостровская,15,0,0,F,,married,True,True,False,False,True,False,False,False,False,False,7,4,2,0,7,4500
719,Москва,м. Парк Победы,15,14,2,F,38.0,,,True,False,False,True,True,False,False,False,False,4,4,1,1,8,4000
720,Санкт-Петербург,,4,0,0,F,27.0,single,False,True,False,False,True,True,False,False,False,False,4,4,2,4,9,2800
721,Москва,м. Спортивная,11,0,0,F,44.0,single,True,True,False,False,True,False,False,False,False,True,11,4,1,5,13,7000
722,Москва,,8,11,2,F,34.0,married,True,True,True,False,True,False,False,False,False,False,5,4,1,2,11,3500
723,Москва,м. Баррикадная,13,0,0,F,45.0,,,True,False,True,True,False,False,False,False,False,8,10,4,2,12,7000
724,Санкт-Петербург,м. Петроградская,3,3,1,F,36.0,married,True,True,True,False,True,True,False,False,False,True,7,4,1,2,16,2800
725,Белгород,,13,12,2,F,33.0,,True,True,False,True,True,False,False,False,False,False,8,4,2,3,15,2700
726,Москва,м. Менделеевская,5,0,0,F,51.0,married,True,False,False,False,True,False,False,False,False,False,3,4,1,2,14,3000
727,Санкт-Петербург,м. Петроградская,7,6,2,F,30.0,single,False,True,False,False,True,True,False,False,False,False,15,4,2,1,11,3000
728,Санкт-Петербург,м. Звенигородская; м. Невский проспект,5,5,1,F,43.0,married,True,True,True,False,True,False,False,False,False,False,7,13,2,3,13,3200
729,Москва,м. Китай-город,4,0,0,F,33.0,single,False,True,False,False,True,True,False,False,False,False,4,4,1,8,9,3600
730,Москва,,12,10,1,F,49.0,married,True,True,False,True,True,True,False,False,False,False,22,4,3,3,9,4000
731,Москва,м. Бауманская,3,5,1,M,36.0,married,True,True,True,False,True,False,False,False,False,False,8,4,1,1,18,4000
732,Санкт-Петербург,м. Площадь Восстания,6,0,0,F,32.0,married,False,True,True,False,True,False,False,False,False,False,6,4,1,1,9,4200
733,Москва,м. Белорусская,13,13,3,M,41.0,married,True,False,False,True,True,False,False,False,False,False,7,4,3,3,14,12000
734,Москва,,2,0,0,F,45.0,,True,True,True,False,True,True,False,False,False,False,5,4,1,2,10,2200
735,Москва,,11,0,0,F,46.0,married,True,True,True,False,True,False,False,False,False,False,9,4,1,2,2,4000
736,Благовещенск,,6,6,2,F,33.0,married,False,True,False,False,True,True,False,False,False,False,6,4,1,1,15,2500
737,Санкт-Петербург,м. Сенная / Садовая / Спасская / Пушкинская,6,7,3,F,37.0,married,True,True,False,False,True,False,False,False,False,False,10,4,2,1,9,5000
738,Воронеж,,6,5,1,M,31.0,married,True,True,True,False,True,True,False,True,False,False,16,4,3,1,12,3950
739,Москва,м. Достоевская,9,9,2,M,36.0,married,True,False,False,False,True,False,False,False,False,True,6,8,1,3,16,4000
740,Самара,,8,10,3,F,37.0,single,True,True,False,False,True,True,False,False,False,False,4,4,1,3,14,5800
741,Санкт-Петербург,м. Маяковская / Владимирская,5,0,0,M,42.0,,,True,False,False,True,True,False,False,False,False,4,4,2,3,7,4000
742,Алматы,,2,3,1,F,31.0,married,True,True,False,False,True,True,False,False,False,False,6,4,2,4,9,2200
743,Санкт-Петербург,м. Невский проспект,9,9,3,F,,married,True,True,False,False,True,False,False,False,False,False,9,4,2,1,5,4000
744,Тверь,,5,0,0,F,39.0,single,True,True,False,False,True,True,False,False,False,True,7,4,1,2,9,2500
745,Будва,,10,11,2,F,45.0,,,True,False,True,True,True,False,False,False,False,28,4,2,4,12,4000
746,Севастополь,,4,3,0,M,40.0,married,True,True,True,False,True,False,False,False,False,False,3,4,1,2,12,3000
747,Ангарск,,4,6,1,M,50.0,married,True,True,False,False,True,False,False,False,False,False,4,4,2,2,8,1800
748,Екатеринбург,,2,0,0,F,34.0,married,True,True,False,False,True,False,False,False,False,False,2,4,1,2,14,2200
749,Москва,,5,5,1,F,27.0,married,False,True,False,False,True,False,False,False,False,False,7,4,2,2,10,3500
750,Москва,м. Таганская,6,0,0,F,40.0,married,True,True,False,False,True,False,False,False,False,False,6,4,3,1,8,5000
